"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Alaska Airlines","Alaska Air","$7,500","$0","$7,500","2001","20011127","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","FOIA566","Source document obtained through a Freedom of Information Act request to the agency."
"Alaska Airlines, Inc.","Alaska Air","$150,000","$0","$150,000","2014","20140627","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2014-6-15.pdf",""
"Alaska Airlines, Inc.","Alaska Air","$50,000","$0","$50,000","2010","20101029","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2010-10-24.pdf",""
"Alaska Airlines, Inc.","Alaska Air","$40,000","$0","$40,000","2016","20160829","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2016-8-32.pdf",""
"Alaska Airlines, Inc.","Alaska Air","$30,000","$0","$30,000","2013","20131122","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2013-11-17.pdf",""
"Alaska Airlines, Inc., and Horizon Air, Inc.","Alaska Air","$30,000","$0","$30,000","2004","20041029","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Washington","publicly traded","ALK","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/2004-10-19.pdf",""
"Alcoholism Cure Corporation","","$732,480","$0","$732,480","2012","20120719","consumer-protection-related offenses","consumer protection violation","","A federal court in Florida ruled in favor of the Federal Trade Commission and the Florida Attorney General, and ordered the marketers of a phony alcoholism ""cure"" program to pay more than $700,000 for having tricked consumers into paying hundreds or thousands of dollars to participate in the program.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2012/07/ftc-florida-attorney-general-win-court-judgment-more-700000-bogus",""
"AliaRoyal Jordanian Airlines","","$25,000","$0","$25,000","2007","20070919","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2007-09-19_0.pdf",""
"Alitalia","","$29,500","$0","$29,500","2006","20061201","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2006-12-2.pdf",""
"Alitalia","","$125,000","$0","$125,000","2013","20130328","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2013-3-12.pdf",""
"Alitalia","","$80,000","$0","$80,000","2012","20120123","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2012-1-15.pdf",""
"All In One Vacation Club LLC and Accumen Management Services, Inc.","","$275,000","$0","$275,000","2009","20090127","consumer-protection-related offenses","consumer protection violation","","A group of vacation and timeshare companies were ordered to pay $275,000 for violating the Federal Trade Commission's Do Not Call Rule.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2009/01/ftc-cracks-down-do-not-call-violators-companies-agree-pay-almost",""
"All Nippon Airways Co., Ltd.","All Nippon Airways (ANA)","$10,000","$0","$10,000","2002","20021023","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","Japan","","publicly traded","","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/2002-10-31.pdf",""
"Allegiant Air, LLC","Allegiant Air","$100,000","$0","$100,000","2012","20120215","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Nevada","publicly traded","ALGT","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2012-2-10.pdf",""
"Allegiant Air, LLC","Allegiant Air","$50,000","$0","$50,000","2008","20080915","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Nevada","publicly traded","ALGT","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2008-09-18.pdf",""
"Allied Home Mortgage Capital Corporation","Americus Mortgage","$370,000","$0","$370,000","2003","20031002","consumer-protection-related offenses","consumer protection violation","","The Department of Housing and Urban Development announced a settlement agreement with Allied Home Mortgage Capital Corporation, a large real estate lender. HUD alleged Allied violated the Real Estate Settlement Procedures Act (RESPA) by charging consumers more than the cost of their credit reports, a practice commonly known in the mortgage industry as upcharging. ","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","USA","Texas","privately held","","financial services","mortgage banking","https://archives.hud.gov/news/2003/pr03-100.cfm",""
"Allied Interstate, Inc.","Allied Interstate Inc.","$1,750,000","$0","$1,750,000","2010","20101021","consumer-protection-related offenses","consumer protection violation","debt collection abuses","To resolve Federal Trade Commission charges, one of the nation's largest debt collectors was ordered to pay $1.75 million for allegedly making repeated telephone calls to collect from the wrong person, to collect the wrong amount, or both.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","Ohio","privately held","","miscellaneous services","debt collection","https://www.ftc.gov/news-events/press-releases/2010/10/debt-collector-will-pay-175-million-settle-ftc-charges",""
"Allstar Marketing Group LLC","","$7,500,000","$0","$7,500,000","2015","20150305","consumer-protection-related offenses","consumer protection violation","","A direct marketing company selling ""as-seen-on-TV"" type products such as Snuggies and the Magic Mesh door cover agreed to pay $7.5 million to the Federal Trade Commission for consumer restitution to settle FTC charges in connection with its deceptive ""buy-one-get-one-free"" promotions.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2015/03/direct-marketer-agrees-pay-8-million-deceiving-consumers",""
