"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Anthem Insurance Companies","Anthem","$1,500,000","$0","$1,500,000","2005","20050808","government-contracting-related offenses","False Claims Act and related","","Anthem Insurance Companies agreed to pay the United States $1.5 million to settle allegations that the company overcharged the Federal Employee Health Benefits Program.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","Indiana","publicly traded","ANTM","healthcare services","insurance; managed care","https://www.justice.gov/archive/opa/pr/2005/August/05_civ_412.htm",""
"Anthony Allega Cement Contractor Inc.","","$500,000","$0","$500,000","2012","20120423","government-contracting-related offenses","False Claims Act and related","","Anthony Allega Cement Contractor Inc., a Cleveland construction firm, agreed to pay the United States $500,000 to resolve allegations that it knowingly submitted false claims related to a federally-funded construction project.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/ohio-construction-firm-agrees-pay-500000-resolve-false-claims-act-allegations",""
"Anwar Eye Center, Inc.","","$240,000","$0","$240,000","2000","20000814","government-contracting-related offenses","False Claims Act and related","","Anwar Eye Center, Inc., an ambulatory surgical center specializing in cataract removal surgery and lens implants, agreed to pay $240,000 to the United States and the State of West Virginia to settle allegations that the center submitted false claims to Medicare, Medicaid and the Department of Defense TRICARE Program.","federal","agency action","Justice Department Civil Division","civil","","","","","","West Virginia","Moundsville","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2000/August/476civ.htm",""
"APL Limited","Neptune Orient Lines","$26,300,000","$0","$26,300,000","2009","20090213","government-contracting-related offenses","False Claims Act and related","","APL Limited agreed to pay the government $26.3 million to resolve allegations that it submitted false claims in connection with contracts to transport cargo in shipping containers to support U.S. troops in Iraq and Afghanistan.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","Singapore","","publicly traded","","freight and logistics","shipping","https://www.justice.gov/opa/pr/apl-ltd-pay-us-263-million-resolve-fraud-allegations-inflated-shipping-costs-military-iraq",""
"APL Limited","Neptune Orient Lines","$9,800,000","$0","$9,800,000","2015","20151027","government-contracting-related offenses","False Claims Act and related","","APL Limited agreed to pay the government $9.8 million to resolve allegations that it violated the False Claims Act in connection with a contract to provide GPS tracking of shipping containers in Afghanistan.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","Singapore","","publicly traded","","freight and logistics","shipping","https://www.justice.gov/opa/pr/apl-ltd-pay-98-million-resolve-alleged-false-claims-under-department-defense-shipping",""
"Appalachian Orthopaedic Clinics P.C.","","$550,000","$0","$550,000","2014","20140124","government-contracting-related offenses","False Claims Act and related","","Two orthopedic clinics agreed to pay a combined $1.85 million to resolve state and federal False Claims Act allegations that they knowingly billed state and federal health care programs for reimported osteoarthritis medications, known as viscosupplements.","federal","agency action","Justice Department Civil Division","civil","","","","","","Virginia","","","","","","","","","","","","https://www.justice.gov/opa/pr/tennessee-and-virginia-orthopedic-clinics-pay-185-million-settle-allegations-billing-medicare",""
"Applied Enterprise Solutions LLC","","$2,166,000","$0","$2,166,000","2011","20110929","government-contracting-related offenses","False Claims Act and related","","Science Applications International Inc.; its subcontractor, Applied Enterprise Solutions LLC; AES CEO Dale Galloway; and former government employees Stephen Adamec and Robert Knesel agreed to pay the United States a total of $22,676,000 to resolve allegations of false claims in a whistleblower suit. SAIC agreed to pay $20,400,000; AES and Dale Galloway will pay $2,166,000; Adamec and Knesel are paying $110,000.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/saic-and-others-pay-us-more-226-million-resolve-false-claims-allegations",""
"Arete Sleep LLC","","$650,000","$0","$650,000","2011","20110526","government-contracting-related offenses","False Claims Act and related","","Arete Sleep LLC, Arete Sleep Therapy LLC and Arete Holdings LLC agreed to pay the United States $650,000 to settle allegations that their sleep medicine and durable medical equipment facilities in Arizona and Texas submitted false claims to Medicare.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/aret-sleep-pay-united-states-650000-resolve-false-claims-act-allegations",""
"Arkansas Heart Hospital","Arkansas Heart Hospital","$900,000","$0","$900,000","2016","20160217","government-contracting-related offenses","False Claims Act and related","","The Department of Justice announced that it  reached settlements with 51 hospitals in 15 states for more than $23 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","Arkansas","privately held","","healthcare services","hospitals","https://www.justice.gov/opa/pr/fifty-one-hospitals-pay-united-states-more-23-million-resolve-false-claims-act-allegations",""
"Armor Group North America Inc.","","$7,500,000","$0","$7,500,000","2011","20110707","government-contracting-related offenses","False Claims Act and related","","Armor Group North America Inc. (AGNA) and its affiliates paid the United States $7.5 million to resolve allegations that AGNA submitted false claims for payment on a State Department contract to provide armed guard services at the U.S. Embassy in Kabul, Afghanistan. The settlement resolved U.S. claims that in 2007 and 2008 AGNA guards violated the Trafficking Victims Protection Act by visiting brothels in Kabul, and that AGNA's management knew about the guards' activities. The settlement also resolved allegations that AGNA misrepresented the prior work experience of 38 third country national guards it had hired to guard the Embassy, and that AGNA failed to comply with certain Foreign Ownership, Control and Influence mitigation requirements on the embassy contract, and on a separate contract to provide guard services at a Naval Support Facility in Bahrain.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/armor-group-north-america-and-its-affiliates-pay-75-million-resolve-false-claims-act",""
