"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Alexim Trading Corporation","","$20,000","$0","$20,000","2000","20000314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20000817195435/http://www.fmc.gov/Pressreleases/News%20Release%2000-05.htm",""
"Alfred C. Toepfer International Ukraine Ltd.","Archer Daniels Midland","$17,800,000","$0","$17,800,000","2013","20131220","competition-related offenses","Foreign Corrupt Practices Act","","A subsidiary of Archer Daniels Midland Company (ADM) pleaded guilty and agreed to pay more than $17 million in criminal fines to resolve charges that it paid bribes through vendors to Ukrainian government officials to obtain value-added tax (VAT) refunds, in violation of the Foreign Corrupt Practices Act. The Justice Department also entered into a non-prosecution agreement with ADM in connection with the company's failure to implement an adequate system of internal financial controls to address the making of improper payments both in Ukraine and by an ADM joint venture in Venezuela.","federal","agency action","Justice Department Criminal Division","criminal","plea & non-prosecution agreement","","","","","","","","","","","USA","Illinois","publicly traded","ADM","agribusiness","agribusiness","https://www.justice.gov/opa/pr/adm-subsidiary-pleads-guilty-conspiracy-violate-foreign-corrupt-practices-act",""
"Alicat Scientific Inc.","","$7,000","$0","$7,000","2004","20040304","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA69","Source document obtained through a Freedom of Information Act request to the agency."
"All Nippon Airways Co. Ltd. (ANA)","All Nippon Airways (ANA)","$73,000,000","$0","$73,000,000","2010","20101101","competition-related offenses","price-fixing or anti-competitive practices","","All Nippon Airways Co. Ltd. (ANA) agreed to plead guilty and to pay a $73 million criminal fine for its role in two separate conspiracies to fix prices in the air transportation industry.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","airlines","airlines","https://www.justice.gov/opa/pr/all-nippon-airways-co-ltd-agrees-plead-guilty-price-fixing-air-cargo-and-air-passenger",""
"Allen County Livestock Auction, LLC","","$11,000","$0","$11,000","2011","20110128","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Kansas","Gas","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf",""
"Alliance Mechanical LLC","","$55,000","$0","$55,000","2008","20080306","competition-related offenses","price-fixing or anti-competitive practices","bid-rigging","An Arizona commercial refrigeration company and one of its executives pleaded guilty for their role in a conspiracy to rig bids on contracts for the installation of commercial refrigeration equipment in Safeway Inc. grocery stores in the Phoenix metropolitan area.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2008/230855.htm",""
"Alliance One International Inc.","Pyxus International","$10,000,000","$0","$10,000,000","2010","20100806","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","PYX","tobacco","tobacco","https://www.sec.gov/news/press/2010/2010-144.htm",""
"Alliance One International Inc.","Pyxus International","$9,450,000","$0","$9,450,000","2010","20100806","competition-related offenses","Foreign Corrupt Practices Act","","Two foreign subsidiaries of Alliance One International Inc., a global tobacco leaf merchant headquartered in Morrisville, N.C., pleaded guilty to violating various provisions of the Foreign Corrupt Practices Act. In addition, the Department of Justice and Alliance One entered into a non-prosecution agreement in which Alliance One agreed to cooperate with the ongoing investigation and to retain an independent compliance monitor for a minimum of three years to oversee the implementation of an anti-bribery and anti-corruption compliance program and to report periodically to the department.","federal","agency action","Justice Department Criminal Division","criminal","plea & non-prosecution agreement","","","","","","","","","","","USA","North Carolina","publicly traded","PYX","tobacco","tobacco","https://www.justice.gov/opa/pr/alliance-one-international-inc-and-universal-corporation-resolve-related-fcpa-matters",""
"Alliance Pipeline LP","","$500,000","$0","$500,000","2012","20121130","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","https://www.ferc.gov/enforcement/civil-penalties/actions/civil-penalty-action-2012.asp",""
"Allianz SE","Allianz","$12,396,423","$0","$12,396,423","2012","20121217","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Germany","","publicly traded","","financial services","insurance","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1365171486902",""
"Allied Freight Forwarding Inc","","$1,043,000","$0","$1,043,000","2006","20060224","competition-related offenses","price-fixing or anti-competitive practices","bid-rigging","Allied Freight Forwarding Inc. agreed to plead guilty and pay a criminal fine of $1.043 million for its role in two separate bid-rigging conspiracies in connection with a Department of Defense program to transport the household goods of military and civilian DOD personnel between Europe and the United States and between the mainland United States and Hawaii.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2006/214769.htm",""
"Allied Transport Systems (USA), Inc. and Centurion Logistics Services Limited","","$150,000","$0","$150,000","2011","20110314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150407181907/http://www.fmc.gov/compromise_agreements_with_297500_in_penalties_announced_by_fmc/?Archive=y&CategoryId=1&pg=12",""
"Almar USA Corporation","","$20,000","$0","$20,000","2005","20050322","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20050328184052/http://www.fmc.gov/Pressreleases/NR%2005-04%20FMC%20Announces%20Compromise%20Agreements.htm",""
"Alpha Corporation","","$9,000,000","$0","$9,000,000","2016","20160915","competition-related offenses","price-fixing or anti-competitive practices","","Alpha Corporation agreed to plead guilty and to pay a $9 million criminal fine for its role in a price-fixing and bid-rigging conspiracy involving automotive access mechanisms for installation in cars manufactured and sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/alpha-corporation-agrees-plead-guilty-price-fixing-and-bid-rigging-conspiracy",""
"Alpharma, Inc.","Pfizer","$2,500,000","$0","$2,500,000","2004","20040812","competition-related offenses","price-fixing or anti-competitive practices","consumer protection violation","Generic drug manufacturers Alpharma Inc. and Perrigo Company agreed to give up a total of $6.25 million in illegal profits to settle Federal Trade Commission allegations that their agreement to limit competition for over-the-counter store-brand children's liquid ibuprofen drove up prices and violated federal law.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","New York","publicly traded","PFE","pharmaceuticals","pharmaceuticals","https://www.ftc.gov/news-events/press-releases/2004/08/generic-drug-marketers-settle-ftc-charges",""
"Alpine Aerospace Corporation","","$30,000","$0","$30,000","2012","20120328","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=693dfe49db99db0044f9ff621f961910",""
"Alpine Armoring, Inc.","","$88,000","$0","$88,000","2007","20070406","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=352&Itemid=",""
"Alspac Miami Corporation and Alspac Transportes Internationales & Agenciamento, Ltda.","","$25,000","$0","$25,000","2003","20030709","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20030801184213/http://www.fmc.gov/Pressreleases/July%209%202003%20Settlement%20Agreementspress%20release.htm",""
