"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Ally Financial Inc.","Ally Financial","$207,000,000","$0","$207,000,000","2012","20120210","financial offenses","banking violation","mortgage abuses","The Federal Reserve Board released orders related to the previously announced monetary sanctions against five banking organizations for unsafe and unsound processes and practices in residential mortgage loan servicing and processing.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","financial services","financial services","http://www.federalreserve.gov/newsevents/press/enforcement/enf20120213a1.pdf",""
"Ally Financial Inc. (formerly GMAC)","Ally Financial","$309,600,000","$0","$309,600,000","2012","20120209","financial offenses","mortgage abuses","","The federal government and 49 state attorneys general reached a $25 billion agreement with the nation?s five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","financial services","financial services","https://d9klfgibkcquc.cloudfront.net/Consent_Judgment_Ally-4-11-12.pdf",""
"Alma Bank","","$9,755","$0","$9,755","2013","20130502","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","New York","Astoria","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6RHAA0?operationContext=S1",""
"Alma Exchange Bank and Trust","","$25,000","$0","$25,000","2013","20131206","financial offenses","banking violation","","Assessment of Civil Money Penalty,Consent Orders","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Georgia","Alma","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3nuAAC?operationContext=S1",""
"Alpha Industries, Inc","","$7,500","$0","$7,500","2003","20031003","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10032003.pdf",""
"Alpha Pharmaceutical, Inc.","","$198,711","$0","$198,711","2004","20040402","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04022004.pdf",""
"Alpha Trade Group S.A.","","$5,779,000","$0","$5,779,000","2013","20130625","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr6620-13",""
"AlphaBridge Capital Management","","$5,000,000","$0","$5,000,000","2015","20150701","financial offenses","accounting fraud or deficiencies","","A Greenwich, Conn.-based investment advisory firm and its two owners settle allegations that they fraudulently inflated the prices of securities in hedge fund portfolios they managed.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2015-134.html",""
"AlphaMetrix, LLC","","$5,600,000","$0","$5,600,000","2014","20141218","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7083-14",""
"ALPINE BANK","","$12,925","$0","$12,925","2009","20090415","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-322k","","","Colorado","GLENWOOD SPRINGS","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z61PAAS?operationContext=S1",""
"Alta Communications","","$35,000","$0","$35,000","2017","20170117","financial offenses","investor protection violation","","The Securities and Exchange Commission announced that 10 investment advisory firms agreed to pay penalties ranging from $35,000 to $100,000 to settle charges that they violated the SEC's investment adviser pay-to-play rule by receiving compensation from public pension funds within two years after campaign contributions made by the firms' associates.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2017-15.html",""
"Altamont Global Partners LLC","","$15,800,000","$0","$15,800,000","2014","20140228","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr6869-14",""
"Alternative Distribution Network, Inc.","","$7,105","$0","$7,105","2009","20090224","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","New York","Bellerose","","","","","","","","","","","https://www.ttb.gov/images/pdfs/fo-compromise/2009/alternative-dis-network.pdf",""
"Altima Inc.","","$5,000","$0","$5,000","2011","20110907","financial offenses","anti-money-laundering deficiencies","","civil money penalty","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","Georgia","Marietta","","","","","","","","","","","https://www.fincen.gov/news_room/ea/files/Altima_Assessment.pdf",""
"Alto Products Corp.","","$13,750","$0","$13,750","2004","20040903","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/09032004.pdf",""
"Amarillo National Bank","","$7,250","$0","$7,250","2013","20130315","financial offenses","banking violation","","civil money penalty","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","Texas","Amarillo","","","","","","","","","","","http://www.occ.gov/static/enforcement-actions/ea2013-031.pdf",""
"Amcore Bank, National Association","","$5,000","$0","$5,000","2003","20030916","financial offenses","banking violation","","","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","Illinois","Rockford","","","","","","","","","","","https://www.occ.gov/static/enforcement-actions/ea2003-111.pdf",""
"American Airlines","American Airlines","$47,250","$0","$47,250","2003","20030627","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","USA","Texas","publicly traded","AAL","airlines","airlines","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/06272003.pdf",""
"American-Amicable Life Insurance Company of Texas, Pioneer American Insurance Company, and Pioneer Security Life Insurance Company","","$10,000,000","$0","$10,000,000","2006","20060803","financial offenses","investor protection violation","","A Waco, Texas, insurance company and its affiliates agreed to pay $10 million to settle allegations that they targeted American military personnel with a deceptive sales program that misleadingly suggested that investing in the company?s product would make one a millionaire.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2006/2006-132.htm",""
"American Bank & Trust Wisconsin","","$9,385","$0","$9,385","2016","20160205","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Wisconsin","Cuba City","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6UHAA0?operationContext=S1",""
